tweet_id,customer_text,historical_reply
2111078,@AmazonHelp Oui mais y’a un 01 qui m’appel tout les jours a des heure ou je ne peuw pas repondre.,@389945 Ce n'est pas Amazon qui vous appelle. ^SM
163578,@AmazonHelp @115850 I hope that 20 days are enough to find out and solve issue . I did not get my money or delivery till now.Is this Amazon services to us.@115850 @131283 @15471 @144148 @30724,"@153834 Certainly not the kind of experience we'd want you to have, Avinash. I'd like to have a closer look at this. Kindly drop in your details here: https://t.co/GIJyeYqKE0 and I'll reach out to you. ^MK"
979537,@AmazonHelp No I do not :( says delivered direct to customer but I was not in last night??,@352298 Please get in touch via phone or chat here: https://t.co/JzP7hlA23B and we'll investigate this for you. ^RL
1128002,@AmazonHelp It is the first review with a 1 star rating by S R Neidenbach https://t.co/3xWROv92pF,@385791 Thank you. Did you originally request this review was removed? ^NV
1867047,@AmazonHelp -I placed gift order #203-0358675-0401920. I sent to wrong address and ppl who received it returned it to you. Did u refund? Thx,@557748 We advise customers to avoid posting personal information via a public forum. Get in touch via: https://t.co/JzP7hlA23B. ^BM
2762765,"@AmazonHelp nah we good, I got to the page where it allowed me to cancel and get a refund after a couple days, thank you","@772653 Ok, glad to hear it got sorted! ^PJ"
1603082,Amazon から詐欺メールきた😃,@491994 最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ。また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY
1895359,"@AmazonHelp oi, nene, entrei lá e só tem opções pra quem compra. não tem pra quem vende que é o meu caso. o que eu faço? já tem meses que não recebo nd.","@564942 Leoo, entra en contato mediante com a Seller Central neste link: https://t.co/1kW28m2NJ9. ^DA"
199883,I ordered a pillow off @115821 and it only came with the pillow case??? Would like to know WHERE MY PILLOW IS AMAZON??,@163158 Oh no! Could you link us to the item so we can take a look please? We want to help in any way we can! ^KN
1519070,"@115830 Youve just CHANGED THE DELIVERY to btw 3-7 November! So what happened to the ""out for delivery from Debden"" story I've had all day?",@469296 Oh no! Let's look into this in real time. Please call or chat with us here: https://t.co/ki63IlgvJ6 ^BA
183009,"@115830 what's happening with deliveries at the minute? This is not the 1st time either. I was in, and the safe place wasn't used. #prime https://t.co/k972caieGW",@159043 I'm sorry your parcel wasn't delivered! Please phone us here: https://t.co/JzP7hlA23B to report this and discuss re-delivery. ^LB
360711,@115851 @115850 It's already more than 48 hours to give u all the details....still no response.. Ur 48 hrs is also over @AmazonHelp @115821 @115850,@201415 Please reply to the correspondence you've received from us and we'll be sure to help you in getting your issue resolved. ^ZH
986899,@AmazonHelp Not able to do .. seen all the options,@328920 Kindly provide your details here: https://t.co/Rvr6zKYf4n and I'll get back to you on this. ^SH
980734,@115850 moto g5s plus pe cash back offer availble hai kya using sbi credit or debit card ?? @115850,@353740 Yes! There is a cash back offer on using SBI card. Please click on the link for details. https://t.co/3SaY3OV0kS  ^RI
2935946,@AmazonHelp How do I access books with my Amazon Prime account without paying @26427 a separate membership fee?,"@811676 Hey, you can access books with a Prime membership through the Kindle Owners Lending Library. More info on that for you here: https://t.co/RsjiUtLJUW ^TI"
2128557,@115821 Very Disappointed with Amazon.I didn't receive my order till now .Made several complaints but all went useless.,@626620 I’d like to assist you with the issue. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest ^RD
572415,@AmazonHelp USPS,"@254497 Thank you for confirming! When you have a moment, please contact us directly so we can look into this further: https://t.co/hApLpMlfHN ^SB"
2790644,hey @115821! Getting ~REAL~ sick of ordering something and not getting the right item!!! This is TWO ORDERS IN A ROW! so then I have to wait even longer for the RIGHT item! what's the point of two day prime if I can't get the right item in the first place?,"@778865 Oh no! I'm so sorry about this poor experience. We'd love to assist you. Without providing any personal account information, could you explain to us what exactly happened? ^GP"
2716953,Fireタブとかいうおもちゃ買ってしまったのでamazon prime会員が捗ってます,"@762617 |ω・)
Kindleのご注文ありがとうございます！！
Prime特典をお楽しみいただけておりますか？？
動画や音楽、アプリもご利用いただけますので、どうぞお楽しみください♪ (*^o^*)TY"
519778,@115821 I want my money back https://t.co/FWln4LVpmA,@239955 Thank you for reaching out to us! You can see your available return options here: https://t.co/okjbGYSSMn ^TN
2883350,"@AmazonHelp Si miro la talla de mujer pone que 6UK es el 39,5 y si miro hombre, pone q el 6UK es el 39 y se supone que son unisex. Tengo unas en casa y llevo el 39/6UK pero en la seleccion de talla no pone q 39 eliges si chico o chica","@699162 Nuria, te recomendamos entrar en contacto con nuestro departamento de Servicio al cliente por medio del siguiente para que te puedan brindar más ayuda: https://t.co/3VUNgKvI9r ^FZ"
441005,"@AmazonHelp How many times shall I fill up the information? Done it twice, and e-mail the details as well. Sick",@219630 We've checked and could not find your details. Do share your details and our team will reach out to you soon. ^RD
1655064,@AmazonHelp Hi yeah it was amazon shipping? Is that right? I have my order number if that’s helps?,@505114 We don't have access to your account via Twitter. Please reach out to us via phone/chat here: https://t.co/JzP7hlA23B ^KP
1227300,@123813  excelente la app ya en español. Pero no contestaron: cuando suben la 2a de The Exorcist? Sugiero Battlestar Galáctica también,"@407906 Gracias por tus comentarios. Actualmente no contamos con el dato, cualquier novedad se podrá ver en el sitio web. ^KS"
247426,@AmazonHelp Hi. The amount is being charged again from last two months. Bank people need communication from amazon that you are not receiving amount,@174791 I'm sorry about the inconvenience. Kindly contact us here: https://t.co/vlvfJr4nN9. We'll sort it out right away. ^OS
2841747,"@AmazonHelp It was an Amazon Prime delivery, so whoever that is.","@139820 Thank you for confirming. We'd like to take a look into this and available options with you directly. At your convenience, please get in touch with us here: https://t.co/JzP7hlA23B ^TH"
641675,"@AmazonHelp So my questions are 
1. Can I purchase something and keep it a secret from them (but no one else can buy it either)

2. Can I get it delivered to me instead of them as the stuff will be a present from me. 

Thanks","@272294 The list holder's settings that are set up will determine if the list shows what's been already ordered and if the gift will remain anonymous. If you'd like the item delivered to yourself, you would have to go through the regular process of placing an order. ^SK"
2309162,@AmazonHelp PROTOCOL ERROR!!,@667704 The cashback under this would offer would be credited within 7 days of doing the recharge. You can view the terms &amp; conditions of the offer here:https://t.co/kH5PmcJDM9 May I know if this time frame has been completed? ^EM
1200306,@120781 I purchased mobile Redmi 4 frm @115850.I recd soap bar inside the box..Pls look into matter ASAP.. https://t.co/Uau9pxrL3k,@383105 I'm sorry about the unpleasant experience. Please drop in your details here: https://t.co/GIJyeYqKE0. We'll look into it. ^SB
122722,@AmazonHelp Done,@143382 We can't gain access to your account details via Twitter. Could you confirm sharing your details in the link provided above? ^KA
2299743,Perché su @120540 non è più possibile ordinare gli articoli della lista desideri per prezzo?,@667489 Potrai filtrare la lista desideri per articoli acquistati e non acquistati o per priorità.  A presto! ^GA
792665,@AmazonHelp Will cancelling and reordering affect my future delivery date?,@280047 That is a possibility. You can see the most accurate information at check-out. ^TR
1237563,Amazon tryna come into your house and put your package on your table meanwhile Fedex rings the bell and is driving off when I open the door.,@410302 I'm so sorry for the poor experience! Is this regarding a current order shown here: https://t.co/Y5jpI9gRhE?  ^AG
987788,"@115825 @AmazonHelp @115825 @AmazonHelp WIE lange soll ich jetzt noch warten, bis sich jemand von EUCH um EURE Videofehler kümmert? Frechheit 😡😡😡",@194202 Kurze Frage: klappt nur das Streamen nicht oder hast du auch Schwierigkeiten beim Anmelden? Danke und Gruß ^NW
1695,@115821 my order hasn’t arrived (it was due 14th October). Can you help?,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ
56851,@120474 Morrissey presale allowing buying 2 tickets  for 2 venues(altho email said 1 venue only).Will 2nd order be ok or cancelled?,@128879 Hi! We'll be best-equipped to provide insight about this if you reach out to us here: https://t.co/5BkTaIxWoU ^WT
757776,@AmazonHelp Request you I only want my product to be deliver. I want a certain date. Pls provide date I will wait till then. Stop saying update giving,"@301084 As mentioned earlier, please wait for our team to get back to you with the time they would want to deliver your package asap.^VM"
1288921,"@115830 you need to sort your drivers out, one of them just claimed to attempt delivery but nobody attempted to deliver anything, so for no reason my parcel has been delayed by another day, very dissappointing",@421454 Terribly sorry for the delay! Let's take a closer look in real time at this with you here: https://t.co/JzP7hlA23B ^JZ
271915,@AmazonHelp Sent. Thank you for your reply.,@180886 Thanks for keeping us in the loop! We'll be in contact soon.  ^AG
155175,@116875 cuándo me harán entrega de mi paquete? Lleva una semana atrasado!,"@151586 ¡Hola, Karen! Lamentamos el atraso de tu pedido, ¿cuál es la fecha de entrega estimada del paquete? ^LC"
2969450,"@AmazonHelp Não, Revenclaw 💙",@819078 Massa! Eu gostaria de ter uma gravata do Ravenclaw. Seria maravilhoso! 💜🖤 ^JJ
2972803,Descobri que o @117804 tem vários livros grátis e estou APAIXONADA,"@819919 Olá, Ana. Uma boa notícia, não é? *-* Me diga, qual eBook você baixou? ^CR"
945475,"@AmazonHelp Oigan, pero para entrar al SAC necesito iniciar sesión y no puedo ingresar a mi cuenta. :'(","@344186 Lucille, puedes intentar accediendo al siguiente enlace: https://t.co/g0QeLkThI7 ^AV"
65889,@115850 If I don't receive a call from delivery guy then I won't get my parcel and delivery will be attempted on next day when my vacations are starting. Shame on such services. Very disappointed. #shame #Amazon  #bad_service,"@131070 Apologies for the delay in the delivery of your order, Have you reported this to our support team yet? If not please report this to our support team here: https://t.co/rS49hgsbvd and we'll look into it right away. ^SU"
80619,"Any idea, why @115833 is not answering or switching the lights on/off? With #reverb or #Alexaapp we’ve no probs?! We tried several times with a factory setting, but nothings works. Thanks for your kind support, BR Dini","@133888 Hast du schon versucht, den Echo für 30 Sekunden vom Strom zu nehmen? Funktioniert es dann? ^SK"
2855127,"@AmazonHelp Thank you, but to be honest, @122232 are making us reconsider our Prime subscription because of their poor reliability and service.  This is 5th or 6th time that this has happened in last year. We're not hard to find! What can be done about this?",@441887 No matter the courier please contact us here: https://t.co/J5cVftJLZO so that we may file the proper feedback and also at the same time review any and all options to help. ^TM
2078422,@AmazonHelp All you. AMZL US,@614713 I'd like to have a member of our team investigate this for you. Please send your details here: https://t.co/B96XwbitSo ^GM
1504120,"H, @115821, your contracted delivery people refuse to deliver pckgs to actual address &amp; a dumpthem inside @ vanderbilt med center's doorway https://t.co/2O9KupUxtu",@469118 We'd like to help! Are you able to confirm if all these packages are coming from the same carrier? ^AG
612721,３ヶ月経ってもアマゾンからの返金がない。高額商品だとどのくらいかかるのだろうか？,@265719 ご心配をおかけしております。　ご返金状況についてご不明な点がございましたら、お手数ですが、以下リンクより当サイトのカスタマーサービスへお問い合わせください。　https://t.co/J6YEizo6qC　SM
89290,"@117795 I can't find a feedback form on the website, so--why on earth, when I order ramen, do I end up with 6 large paper grocery bags, each of which contains one 2oz package of ramen? They're not even multiple flavors!","@135306 Hi Rebecca! Sorry if the feedback button is a little hard to find! It sounds like you were wanting to give us some feedback on our packaging (or in this case, bagging) of your order. We'd love to hear all the details here: https://t.co/TH7UAFZey5 ^JD"
2622475,"@AmazonHelp That's strange, the price has now gone up to £204.90 having cleared my cookies.","@236394 Thank you for taking the time to bring this to our attention. We work hard to make sure our prices are as competitive as possible and may from time to time change our prices. However, we don’t offer post-order price adjustments. ^GA"
421378,@115850 I received empty box  so I returned it n customer care said they will enquire about it ..but still no response from amazon...??!,@293370 I'm sorry for the discomfort. I’d like to help you; please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon.^AH
524900,"@AmazonHelp Hi There - I am experiencing an issue with several orders I made that are coming in one package - I have Prime and have not received my items, two days after the original scheduled delivery date. I have called twice about this issue to no avail. Could I get some help?","@241393 I am sorry your packages have not arrived. Can you tell us who the carrier is?
You can check who the carrier is here: https://t.co/PyACxvGxrO ^CC"
2593186,So annoyed! I pre-ordered @98501 's book #SomeKindofWonderful ages ago on @115830 and it wasn't going to arrive until the 3rd Jan 2018?!?! But if I'd have ordered it today it would arrive tomorrow! Absolute rubbish!,"@734381 That's very odd, Emma! Let's take a look into this further, in real-time. When you have a free moment, please reach out to us through phone or chat here: https://t.co/JzP7hlA23B ^HM"
737963,"@115850 you can investigate or do whatever you want. But please arrange ""Pure &amp; sure organic soya flour, 1 kg"" immediately for me.",@274981 Our team is looking into your concern and will reach out to you soon. We'd appreciate your understanding. ^MA
2422753,"@AmazonHelp I already spoke once with the customer care about it and received assurance that the ask would be expedited. However, that hasn't happened. Please help me with more than the regular means of customer support","@364344 Apologies for the inconvenience, please share your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^SU"
473196,"@AmazonHelp Only 2 hrs before amazon fail 2 days running to fail to deliver in a promised 4 hr slot... so much for being a “Prime” Customer, the company who make the product are in Austria and its assembled in China. I could have gone to Austria and China picked it up and b back home now.",@227680 It looks like we've sent you an e-mail earlier today at around 17:32. Please remember to check your spam/junk folder. Were our specialists able to provide more information? ^TK
2821090,@AmazonHelp again !!!! Subs aren't playing https://t.co/LCCPO4xiU0,"@415197 That's strange! We'd like to have this checked, kindly report this to our support team here: https://t.co/vlvfJr4nN9 and we'll look into it. ^EM"
2318794,@115830 shocking delivery service and unsupportive customer service. Prime customer not getting much back for what he paid for. 😤,"@672156 Without posting personal or account information, can you tell us more about this? Are you currently having trouble with an order? ^LI"
2360438,"@AmazonHelp \o/ Yes! I try to buy a book that just exists in Fr. Lol. But I'm Brazilian n it doesn't ship to Brazil. So I try to send it a payd shipping service in US, buying with a Inter Credit card, limit ok. So Azn email me blocking my account. What's happening 😱 I can't do this?","@681660 We're sorry for the inconvenience, it's a security measure to check the information given on our website, in order to unlock your account, please follow the instructions received by email.
^KE"
2219920,@AmazonHelp i have. try 20 times but no response  came  from your side,"@648437 Apologies for the experience. I’d like to help you, please share your details here: https://t.co/beaaDm0muc and I’ll contact you soon. ^SM"
462555,Thanks @115821  😒😒😒😒😒😒 https://t.co/yvCXs8nSHK,@224931 I'm very sorry to hear you haven't received your order as promised! This certainly isn't what we strive for and we want to help you look further into what's going on. Will you confirm the carrier listed for your order here: https://t.co/Y5jpI9gRhE? ^HC
134864,"@115821 @115851 @AmazonHelp

Dear All, Any update on replacement????

No call, No email acknowledgement, No follow-up??????",@146400 Kindly check our correspondence here: https://t.co/8DAc10S7ww .You may write back to the email you've received from our team for any concern/queries and we'll reach out to you. ^GK
728536,@115830 very disappointed with your next day delivery service! Six quid and no Birthday gift till Friday. Appalled and let down. Grrrrrrrr https://t.co/MAirPZTIiM,@294529 Apologies Eugenie. Please reach out - https://t.co/JzP7hlA23B we'll be happy to look into this further.^TP
2352292,"Wer über DHL und Hermes lästert, hat @116316 Logistics noch nicht erlebt: Wenn das Packerl nicht in den Briefkasten passt, wird's halt geöffnet, der Inhalt einzeln eingeworfen und der Karton gefaltet hinterher geschoben.
""Die Sendung wurde einem Hausbewohner übergeben.""","@679777 Oje, dass sollte so auf keinen Fall passieren. Hast du dich schon an unseren Kundenservice gewendet und den Vorfall gemeldet? Wir gehen dem natürlich umgehend nach! Viele Grüße ^DS"
1680951,@115850 @AmazonHelp Added 1000rs in my Amazon wallet and even after half n hour still it is not added in my pay balance. Wht 2 do?,"@511104 Have you reported this to our support team? If no, please contact us here: https://t.co/vlvfJr4nN9 so we can assist you.^PJ"
985197,@AmazonHelp I would continue to post till the order is delivered to me. Let public know about service of amazon,@353514 I get your disappointment. We'll update you soon. ^SG
792695,@AmazonHelp I raised the mail through the link you shared and my name would be Jagadish57,"@309026 We haven't received your details yet, Jagadish. Please share your details in the link provided earlier. ^HD"
219559,"@AmazonHelp @115851 thr is no new comm.if u r talking abt mail sent on 10 sept,i hav already replied to it,attached is pic for ur reference. https://t.co/TrLU9KhOnL",@168355 Please revert to the email you've received from social media escalations team and we'll check this for you. ^MS
517725,@AmazonHelp I’ve sent you a DM,@239381 We have your DM and we will be replying shortly. ^EP
2279702,Soy tan buena onda con @116875 que le doy chance de que se relaje con mi envió :P https://t.co/AwI8wdszPN,"@662764 Hola Fableton!  ¡Gracias!  😆🚚, cuéntanos, ¿Que vas a comprar? ^DS"
1744081,"@AmazonHelp Yes, same mail id is used for place order.","@526003 The email ID from which the details were sent, doesn't belong to the order related account. Kindly use this link to club your mobile account to your email address:  https://t.co/qlBC0bC3Vl. Please refill your details post this and we'll take it up. ^PB"
2487030,"hey @115821 - you lost my package after 3 days, broken link on app to deal with lost package, kept me waiting on hold for 20 mins on phone and simply offered a refund?  As a member for over 10 yrs, extremely disappointed. won't be holiday shopping with you #WorstCustomerService","@710347 I'm so sorry your package was lost, Josh! That's definitely not the experience we strive to provide. When you contacted us, what information was provided regarding the missing package? ^TH"
739055,@115830 how does one get to speak to a human being these days now that your phone number is no longer valid? Website not solving issues..,@296757 Hi Caroline. You can reach us via this link - https://t.co/JzP7hlA23B ^TP
2514458,"Da bestellste was bei @116316 , kriegste Nachricht, daß alles versandt wurde und @124285 stellts nach 2 Wochen immer noch nicht zu.","@716430 Hi, bitte melde dich für weitere Schritte bei uns im Kundenservice: https://t.co/ohyvGrpvrY Liebe Grüße ^TA"
5213,@115850 Customer service may problem hai. ..customers ko react nahi karte,@285574 That's quite a remark. Could you please elaborate what went wrong so that we can assist you accordingly?
278702,@116928 Por otro lado espero que estéis cocinando y a punto de sacar la app de Prime para Xbox One S/X. ¿Algo que me podáis decir al respecto?. Thx,@182465 No manejamos dicha información. Mantente al tanto del sitio y nuestras redes para que te enteres de las novedades. ^JD
862519,"@AmazonHelp Same thing. Says call is connected, but isn't. https://t.co/mPijy5OQeN",@324804 That seems strange. You may contact us via chat or email. ^JS
1245962,@AmazonHelp Well that’s pretty inconvenient considering I ordered it through prime &amp; it was out delivery at noon yesterday.,@412295 I can certainly understand that and we do apologize. What is the current tracking information showing for your parcel? ^CR
322991,"First order placed on #amazonNow @115850 Now, Let’s see how fast they deliver",@192933 We ship and dispatch to deliver as per the estimates. Do keep us posted. ^SG
530087,"あまりにも寒気きつかったのでインフルという目もあるなとおもって体温計をあらためて prime now
 で注文した。",@242754 Prime Nowのご利用、ありがとうございました。体調が優れないときには無理などせず、いつでもPrime Nowを頼ってください！ EK
1301809,@AmazonHelp I’ve had issues with the last three or four orders actually,@424237 Were these orders being delivered by the same carrier? You can find that info here:  https://t.co/Y5jpI9ys9c ^FJ
834443,"Ordered today #AmazonEcho curious to see how it works😐🤗
#AmazonIndia https://t.co/uF3ICVD8Ar",@318700 It's so kind of you to keep us posted. Thank you for shopping with us. I'm sure you're gonna love it. ^AU
886142,@AmazonHelp Je leur explique mon problème ?,@330413 Vous pouvez expliquer le souci à notre SAV. ^SM
2135581,"Pues nada, tras 4 paquetes con retraso injustificado en menos de un mes, me voy a dedicar a devolver sistemáticamente a @116928 todos los pedidos que me envíen por @135806 hasta que se decidan a dejar de trabajar con estos impresentables. @137605 https://t.co/WTUHgBTaIF","@522634 Hola, lamentamos cualquier inconveniente. ¿Podrías comentarnos, tienes algún pedido pendiente de entrega? ^HC"
643667,"Hey @115850 , Any Diwali gifts for me?","@272827 Yes, our Diwali sale starting tonight will be a gift indeed. ;)"
693829,"After 5 Days My Concern Was Not Solve I Also twit On Last Saturday And I Also Filled Twitter Complain Box But Not SOlve
My Big Loss In That 5 Days in My Buizness
Case Id: 4116845652
@132981
@115821
@115851
@118919
@115850
@AmazonHelp",@285433 I'm sorry about the concern regarding your seller account. Could you confirm if you've shared your details via https://t.co/GIJyeYqKE0 ? ^SG
2161858,@AmazonHelp Email sent please check nd reply.,@607655 Thanks a bunch for your cooperation. Our support team will get back to you at the earliest. ^CB
1880244,@AmazonHelp You can call on the number associated with this account,@159106 We can't access your account over Twitter. Kindly share your details over the secure link we had shared. ^CB
35867,@123813 @AmazonHelp  ¿Existe otra manera que no sea con tarjeta de débito o crédito de pagar Prime Video?,"@278930 Hola Abraham, Los métodos de pago permitidos son solamente tarjetas de crédito y débito internacionales.  ^JJ"
83346,Is it me or is @115821 prime shipping a bit slower than normal? @AmazonHelp any insight? #nomore2dayshipping?,"@134316 We're here to help! Have we missed an expected delivery date on an order? Please, check: https://t.co/Y5jpI9gRhE and let us know. ^JE"
2593181,"When @115821 guarantees next-day delivery, don't believe it. Son needed a book by tomorrow. Not even in the same state right now. @115817",@734380 Hello! I'm so sorry to hear this. What does the most recent tracking update shows here: https://t.co/Y5jpI9gRhE.
833162,@115850   The bull-shit. Group of dacoits.,@190974 Looks like you didn't have a good experience with us. Please let us know what went wrong so we can assist you accordingly.^SH
2905115,"@AmazonHelp Simplemente en seguimiento ponia que seria entregado hoy y ahora me pone entre hoy y mañana, no ha salido de la sede de MRW a si que me imagino que hasta mañana nada 😔","@804503 Entiendo, en caso de que no recibas tu pedido dentro del nuevo plazo informado, por favor no dudes en contáctarnos."
2803358,Amazon仕事はやっ！笑 https://t.co/TtflDx2Ix3,@781974 ご利用ありがとうございます( *• ̀ω•́ )b SK
158786,I tried to order a game to be delivered next day with Prime @ 5:10PM Friday - I have to wait until Monday?!?! @115821 @115830 @AmazonHelp https://t.co/XKqiOHvz6c,"@152504 I understand your frustration. Prime shipping refers to the transit time, in business days, once the item has shipped: https://t.co/XdoLFopApy Hope this helps! Keep us updated on the arrival! ^SC"
365227,@AmazonHelp What details and where is the link??!,@202516 Share the details from the link here: https://t.co/VNUITkunAc and we will assist accordingly. ^HR
766210,"@124585 Had a problem with drivers just saying they delivered and not bothering in my area. Amazon telling me as I'm stood outside ""it's delivered""",@303118 Oh no! That isn't the experience we want for you. Please give us a ring or chat here:  https://t.co/JzP7hlA23B ^JD
2855209,@AmazonHelp But then I was offered 5 US DOLLARS being a U.K. Customer 🤔🤦🏼‍♀️,"@793650 That's odd, did you place your order on https://t.co/nUUp5MLhYl, or https://t.co/ykTUEmdsQA? ^GR"
2978180,"Amazonって便利やね
もっと前に知っけば良かった",@811389 こんにちは、何度も失礼します、アマゾンです。ご利用ありがとうございます。Twitterでもサポートしておりますので、ご不明な点などございましたら、どうぞご遠慮なくお知らせくださいませ。ET
426618,"@AmazonHelp Yes !!  Episode 1 of Season 3. 

Will it be available tomorrow on @119625 ?",@216470 We haven't made any announcement on that. Stay tuned to prime video as we keep adding the content. ^MA
1069893,"@amazonhelp can't download netflix, hulu, or the tbs app on my amazon fire stick. being told its not compatible with my tv. other apps work.",@372454 I'm sorry downloading apps is giving you trouble! Are you downloading them from the app store on the Fire Stick? ^EP
2922457,@AmazonHelp Yes. YOU. You’re the trend. Amazon has been the carrier EACH TIME.,@116917 Someone from my team would like to escalate this with you. Please provide as many details of each issue here: https://t.co/2dBmRUsB6p ^AJ
581895,@AmazonHelp But there is no invoice section as per you https://t.co/QNgY3kHvQv,@257150 You will not be able to download the invoice from the app. Request you to try to download the invoice from the website. ^VH
2937460,"@AmazonHelp No,es gratuito este teléfono de atención al cliente?",@812008 Si es gratuito contactando a través de este enlace: https://t.co/OjvUxwnzPe . ^MB
1640904,So my cookie sheets were left inside my mailbox (how?!?) 5 hours ago according to @115821 and @118706 . Still waiting. Maybe tomorrow? https://t.co/wJnqFANPRu,@501650 I'm so sorry to hear this! For more information about missing package: https://t.co/NfAFXOrrLT. Keep us posted! ^LH
362951,"@AmazonHelp No, di un rimborso che non arriva 😁",@201981 Hai effettuato un reso? Puoi darci maggiori dettagli? ^MP
1022892,@AmazonHelp The credit card information is correct,@231135 Please allow us to look further into this with you by using this link: https://t.co/JzP7hlA23B ^DO
2372344,@AmazonHelp You missed 2 delivery promises.,@557948 I'm sorry to hear that you are having problems receiving your packages! WHat is the current status of your order here:  https://t.co/Y5jpI9gRhE ? ^TL
2153977,"@116090 started my 30 day #AmazonPrime trial yesterday. Ordered an #amazonfirestick and selected same day/next day delivery. 24 hours later, delivery man shows up to my door empty handed saying the package was missing and he'll need to come back tomorrow. #badfirstimpressions","@632890 Oh no! I'm very sorry for that experience, Fernando. Let us know if your package doesn't arrive tomorrow. We'd be happy to assist in any way possible! ^SK"
791536,"@AmazonHelp sans soucis, promis, demain sans faute :D",@216940 c'est parfait ! à demain alors ⏱ 😉 ^RA
498358,"@AmazonHelp I am so frustrated. Over two weeks, 3 calls and 4 chat sessions with no resolution. I am stuck in an endless loop of empty promises from your level one customer service reps! HELP!","@233967 I'm sorry for the frustration that we've caused, Aaron! Without sharing any sensitive account details, can you please tell us more about what's going on so that we may better assist you? Let us know! We'd like to help in any way that we can. ^SM"
999122,"@AmazonHelp Danke! Stimmt es, dass der Player monatlich über „meine Amaton Channels verwalten“ kündbar ist oder gibt es eine längere Laufzeit?","@328911 Der Player ist monatlich kündbar, siehe auch hier: https://t.co/Qwsme3O5De :) ^BL"
756383,"@115850 worst of talks and services... U r running apni dukan,,, not bothered for customer.. #usuck#itsur dukan#nosenseatll#noresolutions#",@300781 That's quite a remark. Could you let us know what went wrong? We'd like to look into this. ^HD
871152,@AmazonHelp Right but on the phone yesterday and during the online chat today I was tokdbit would arrive today. Everyday you kept pushing it further out,@326827 I'm sorry we've let you down. It's never our intention. Please keep us posted on its arrival by 8 PM on October 21. ^JM
379581,あの……アマゾンでワンピースの卓上カレンダーを買おうと思ったのですが……代引もコンビニ支払いも手数料がかかるじゃないですか……あれってアマゾンのカード？を買ったらかからずに済むのでしょうか………母にクレジットカードをお願いするのは嫌なので……誰か教えてください！！！,"@206057 こんにちは。
代金引換は手数料324円がかかりますが、コンビニ払いはかかりません。
商品によって利用できない支払い方法もありますが、ギフト券であれば購入可能です。
https://t.co/eIDqz4PqYJ わからないことがあれば、お知らせください。RI"
812360,@AmazonHelp Despatched. Since Wednesday. It said guaranteed next day delivery. Your staff on Thursday said it would arrive yesterday. Today we were given an extended time of Monday. Contacted staff online who said Tuesday. We need this item. We've paid for the privilege of what?,"@313575 Apologies for the delay, Michelle. Some deliveries may take slightly longer than usual due to this busy period. If you haven't received your parcel by Monday please let us know.^CN"
2978865,I made a amazon prime account and forgot to cancel it foo https://t.co/Yx32Zihpvh,"@821566 I'm sorry for the unexpected charge! If unwanted, you can cancel the membership here: https://t.co/n0hTxgc1Ci. ^EZ"
2526993,@115821 You cheap out on tape and empty boxes get delivered. Not a good start to the season. https://t.co/OEFTAX8R5J,@719516 I'm sorry your box arrived empty! Have you had a chance to contact our customer service to explore what options are available? We are always looking for ways to improve. Please help us out with your feedback here: https://t.co/6kxHKybDNW ^EA
2841856,"@AmazonHelp Three orders in the last couple of weeks that have been advertised as eligible for Prime delivery, but have been delayed. Some up to five days. Why advertise as having Prime Delivery if this cannot be fulfilled? What is the point in paying extra for these services?",@790720 Some items aren't able to dispatch immediately. Our delivery time frames are the transit time from when we dispatch the item till you receive it. Is the delivery date given on the confirmation e-mail being missed? ^AN
662671,@AmazonHelp No because the issue is with Alexa’s “routines”. A routine can’t send the off command to hue.,"@277883 It is possible that we could provide further tech support regarding Alexa's interaction with the lights, but we'll need to do so directly. Please give us a call or chat here, and we'll see how else we can assist!  https://t.co/hApLpMlfHN ^JD"
2103665,@AmazonHelp Hey. I got a problem with my account.. :(,@621110 Please contact us to take a look at: https://t.co/SUKb09p1e6 Regards ^TG
1579695,"@AmazonHelp Too late, when I wanted help I didn't get. God knows where is it chat option and emails take too long. Will not want to use Amazon pay ever.","@486414 I understand your concern, Adil. The chat option would appear right below the phone option on the contact us page. ^AP"
2389797,@AmazonHelp Is this true? https://t.co/Ol75hgZ1hv,@688451 Thank you for bringing this to our notice. The link in the message is not related to Amazon.in. Kindly refrain from accessing the link. ^AP
177339,"@AmazonHelp Since @115821 screwed up, I feel you should fix it.  Billing wasn't messed up till you shipped.

What you sent me when I created the order.  https://t.co/4OKUZy3KMR

What you actually did when you shipped. https://t.co/iSQZ46VMlt","@157755 Our team is happy to take a closer look at this for you, please send us your details directly using this link: https://t.co/0zzYsRGek3 ^JR"
2966445,@AmazonHelp Oui sans problème. Comment récupérer ma commande en revanche ?,"@818387 Il n'est pas possible de rétablir une commande annulée, il faudra en repasser une nouvelle, désolée.
^KE"
